menu,voce,descrizione,col,user,profile,right,status,http,count,note,endpoint,params
Analisi Proiezioni,Dettaglio Fatturato,Dettaglio analitico movimenti fatturato/futuro/ipotetico,PM,rguarnaccia,Project Manager,P,WARN,200,0,Ricerca eseguita ma 0 risultati,/api/analisi-rcc/dettaglio-fatturato,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Project Manager""}"
Analisi Proiezioni,Dettaglio Fatturato,Dettaglio analitico movimenti fatturato/futuro/ipotetico,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/dettaglio-fatturato,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""General Project Manager""}"
Analisi Proiezioni,Dettaglio Fatturato,Dettaglio analitico movimenti fatturato/futuro/ipotetico,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/dettaglio-fatturato,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Risorse Umane""}"
Analisi Proiezioni,Dettaglio Fatturato,Dettaglio analitico movimenti fatturato/futuro/ipotetico,ROU,ascuderi,Responsabile OU,P,OK,200,60,OK,/api/analisi-rcc/dettaglio-fatturato,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile OU""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,Sup,Stefano,Supervisore,T,OK,200,413,OK,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Supervisore""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,RC,lamico,Responsabile Commerciale,T,OK,200,413,OK,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile Commerciale""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,39,OK,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile Commerciale Commessa""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,RP,eragusa,Responsabile Produzione,T,OK,200,413,OK,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile Produzione""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Project Manager""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""General Project Manager""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Risorse Umane""}"
Previsioni,Funnel,Elenco opportunita e ordini con filtri di stato/tipo,ROU,ascuderi,Responsabile OU,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/funnel,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile OU""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,Sup,Stefano,Supervisore,T,OK,200,47,OK,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,RC,lamico,Responsabile Commerciale,T,OK,200,47,OK,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,4,OK,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,RP,eragusa,Responsabile Produzione,T,OK,200,47,OK,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Previsioni,Report Funnel RCC,Pivot funnel aggregata per RCC,ROU,ascuderi,Responsabile OU,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,Sup,Stefano,Supervisore,T,OK,200,59,OK,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,RC,lamico,Responsabile Commerciale,T,OK,200,59,OK,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,RCC,aaltana,Responsabile Commerciale Commessa,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,RP,eragusa,Responsabile Produzione,T,OK,200,59,OK,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Previsioni,Report Funnel BU,Pivot funnel aggregata per BU,ROU,ascuderi,Responsabile OU,P,OK,200,3,OK,/api/analisi-rcc/pivot-funnel-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,Sup,Stefano,Supervisore,T,OK,200,241,OK,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Supervisore""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,RC,lamico,Responsabile Commerciale,T,OK,200,241,OK,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,32,OK,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,RP,eragusa,Responsabile Produzione,T,OK,200,241,OK,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Project Manager""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""General Project Manager""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Offerte,Dettaglio offerte con stato documento ed esito,ROU,ascuderi,Responsabile OU,P,OK,200,24,OK,/api/processo-offerta/offerte,"{""anni"": ""2026"", ""take"": ""200"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,Sup,Stefano,Supervisore,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,RC,lamico,Responsabile Commerciale,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,5,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,RP,eragusa,Responsabile Produzione,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Sintesi RCC,Sintesi processo offerta per RCC,ROU,ascuderi,Responsabile OU,P,OK,200,6,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,Sup,Stefano,Supervisore,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,RC,lamico,Responsabile Commerciale,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,15,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,RP,eragusa,Responsabile Produzione,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Sintesi BU,Sintesi processo offerta per BU,ROU,ascuderi,Responsabile OU,P,OK,200,4,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,Sup,Stefano,Supervisore,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,RC,lamico,Responsabile Commerciale,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,5,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,RP,eragusa,Responsabile Produzione,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Percentuale Successo RCC,Percentuale successo offerte per RCC,ROU,ascuderi,Responsabile OU,P,OK,200,6,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,Sup,Stefano,Supervisore,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,RC,lamico,Responsabile Commerciale,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,15,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,RP,eragusa,Responsabile Produzione,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Percentuale Successo BU,Percentuale successo offerte per BU,ROU,ascuderi,Responsabile OU,P,OK,200,4,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,Sup,Stefano,Supervisore,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,RC,lamico,Responsabile Commerciale,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,5,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,RP,eragusa,Responsabile Produzione,T,OK,200,29,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Incidenza RCC,Incidenza risultato RCC sul totale annuo,ROU,ascuderi,Responsabile OU,P,OK,200,6,OK,/api/processo-offerta/sintesi-rcc,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,Sup,Stefano,Supervisore,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Supervisore""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,RC,lamico,Responsabile Commerciale,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,15,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Commerciale Commessa""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,RP,eragusa,Responsabile Produzione,T,OK,200,39,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile Produzione""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,PM,rguarnaccia,Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Project Manager""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,GPM,ccampione,General Project Manager,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""General Project Manager""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Risorse Umane""}"
Processo Offerta,Incidenza BU,Incidenza risultato BU sul totale annuo,ROU,ascuderi,Responsabile OU,P,OK,200,4,OK,/api/processo-offerta/sintesi-bu,"{""anni"": ""2026"", ""profile"": ""Responsabile OU""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,Sup,Stefano,Supervisore,T,OK,200,100,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Supervisore""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,RC,lamico,Responsabile Commerciale,T,OK,200,100,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile Commerciale""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,100,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile Commerciale Commessa""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,RP,eragusa,Responsabile Produzione,T,OK,200,100,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile Produzione""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,PM,rguarnaccia,Project Manager,P,OK,200,3,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Project Manager""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,GPM,ccampione,General Project Manager,T,OK,200,100,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""General Project Manager""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Risorse Umane""}"
Dati Contabili,Vendite,Elenco fatture/ricavi con filtri contabili e commessa,ROU,ascuderi,Responsabile OU,P,OK,200,52,OK,/api/dati-contabili/vendite,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile OU""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,Sup,Stefano,Supervisore,T,OK,200,100,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Supervisore""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,RC,lamico,Responsabile Commerciale,T,OK,200,100,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile Commerciale""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,RCC,aaltana,Responsabile Commerciale Commessa,P,OK,200,12,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile Commerciale Commessa""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,RP,eragusa,Responsabile Produzione,T,OK,200,100,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile Produzione""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,PM,rguarnaccia,Project Manager,P,OK,200,3,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Project Manager""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,GPM,ccampione,General Project Manager,T,OK,200,100,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""General Project Manager""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,HR,agarilli,Risorse Umane,-,OK,403,,Accesso negato come atteso,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Risorse Umane""}"
Dati Contabili,Acquisti,Elenco fatture passive con filtri contabili e commessa,ROU,ascuderi,Responsabile OU,P,OK,200,86,OK,/api/dati-contabili/acquisti,"{""anni"": ""2026"", ""take"": ""100"", ""profile"": ""Responsabile OU""}"
